ref_number,account_number,statement_date,amount,txn_type,memo,is_bank_originated_fee
TXN0000031,9640755789,2025-03-04,32569.03,Check Deposit,Check Deposit,False
TXN0001558,9369749508,2025-03-31,-25759.10,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0003607,9430005575,2025-03-05,6449.17,ACH Credit,Payroll Deposit,False
TXN0003738,7719764363,2025-05-03,-22354.36,Wire Transfer,Outgoing Wire,False
TXN0003109,7160229011,2025-04-22,-4837.56,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002683,7618550437,2025-01-13,4696.34,ACH Credit,PAYROLL DEPOSIT,False
TXN0000343,7043456429,2025-03-10,14141.77,Internal Transfer,Account Transfer,False
TXN0003658,4127018213,2025-04-27,-23670.92,Wire Transfer,Incoming Wire,False
TXN0003501,5002643958,2025-03-28,-20834.95,Internal Transfer,ACCOUNT TRANSFER,False
TXN0002624,8206349207,2025-05-18,-24504.81,Debit Card,POS Purchase,False
TXN0002794,8467770607,2025-03-31,-34606.39,ACH Debit,VENDOR PAYMENT,False
TXN0002230,2057884354,2025-02-11,1145.22,Internal Transfer,Account Transfer,False
TXN0005005,3377349974,2025-03-14,-35466.17,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0003911,4479194012,2025-06-29,-3277.56,Wire Transfer,Outgoing Wire,False
TXN0001709,7614669327,2025-03-21,7813.25,ACH Credit,Payroll Deposit,False
TXN0004789,6515444947,2025-02-17,-21947.04,Internal Transfer,Account Transfer,False
TXN0005682,2621749246,2025-04-07,-28269.20,Debit Card,POS Purchase,False
TXN0002989,1775194277,2025-06-18,-7042.24,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002670,7633838953,2025-01-10,-20288.60,Debit Card,POS Purchase,False
TXN0005176,9759055725,2025-05-24,41907.83,Check Deposit,Check Deposit,False
TXN0003077,5218384979,2025-06-17,-15060.34,Wire Transfer,Incoming Wire,False
TXN0003603,1592137675,2025-03-29,17450.05,ACH Credit,Payroll Deposit,False
TXN0005614,1185917746,2025-05-21,322.10,Internal Transfer,Account Transfer,False
TXN0002382,2537988711,2025-06-14,-7818.94,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005484,6715408416,2025-03-05,43590.49,ACH Credit,Payroll Deposit,False
TXN0004320,1493878062,2025-06-23,22620.84,ACH Credit,PAYROLL DEPOSIT,False
TXN0003178,9737338430,2025-04-22,-28533.10,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001290,5533049036,2025-03-28,20989.84,Internal Transfer,ACCOUNT TRANSFER,False
TXN0005519,1203547032,2025-01-26,-37207.96,Debit Card,POS Purchase,False
TXN0004621,8517275508,2025-02-16,-32956.55,Wire Transfer,Outgoing Wire,False
TXN0005071,6697058939,2025-06-22,-40682.18,Debit Card,POS Purchase,False
TXN0000847,1114893435,2025-02-09,-33742.75,Wire Transfer,Incoming Wire,False
TXN0000254,4966724555,2025-04-18,-14433.23,Internal Transfer,ACCOUNT TRANSFER,False
FEE00024,5247986993,2025-05-13,-17.62,Service Charge,Overdraft Fee,True
TXN0001947,3252819921,2025-06-10,-23466.22,ACH Debit,Vendor Payment,False
TXN0001164,9386352617,2025-01-19,16878.38,Check Deposit,Check Deposit,False
TXN0002745,4211603435,2025-01-04,-24167.41,ACH Debit,Vendor Payment,False
TXN0004779,9108933452,2025-01-24,-7370.31,Internal Transfer,Account Transfer,False
TXN0000878,2459654420,2025-05-04,-11228.08,Wire Transfer,Outgoing Wire,False
TXN0002291,8067573378,2025-01-31,-19660.71,Wire Transfer,Outgoing Wire,False
TXN0001031,5345308576,2025-01-15,-7620.37,Wire Transfer,Outgoing Wire,False
TXN0002430,9075292576,2025-01-05,-40951.25,Wire Transfer,Outgoing Wire,False
TXN0003575,7087842908,2025-06-24,-24445.92,Internal Transfer,Account Transfer,False
TXN0001420,8647633457,2025-04-08,-2165.83,ACH Debit,Vendor Payment,False
TXN0005488,7040329688,2025-04-15,28059.84,ACH Credit,PAYROLL DEPOSIT,False
TXN0005416,8133841425,2025-02-22,3703.71,Internal Transfer,Account Transfer,False
TXN0004689,1180299355,2025-01-09,14945.69,ACH Credit,PAYROLL DEPOSIT,False
TXN0002204,9095210214,2025-02-20,14878.30,ACH Credit,PAYROLL DEPOSIT,False
TXN0003204,7696374751,2025-01-28,-30360.72,ACH Debit,Vendor Payment,False
TXN0002113,2881699060,2025-05-02,-22431.11,ACH Debit,VENDOR PAYMENT,False
TXN0000113,9150547904,2025-06-10,34721.99,ACH Credit,Payroll Deposit,False
TXN0002268,1540274903,2025-04-22,1327.37,ACH Credit,Payroll Deposit,False
TXN0000781,2208570775,2025-04-06,15249.31,ACH Credit,Payroll Deposit,False
TXN0004815,4136510542,2025-01-03,-21633.68,Wire Transfer,INCOMING WIRE,False
TXN0001818,9439193644,2025-01-31,-38229.23,Internal Transfer,Account Transfer,False
TXN0001981,5421790137,2025-06-05,-37826.04,Debit Card,POS PURCHASE,False
TXN0003388,6894065086,2025-06-23,8514.57,ACH Credit,PAYROLL DEPOSIT,False
TXN0001514,3910697236,2025-04-06,-12858.95,Internal Transfer,ACCOUNT TRANSFER,False
TXN0002114,9711075781,2025-06-13,-27737.95,Debit Card,POS PURCHASE,False
TXN0004577,5501069106,2025-06-20,27086.85,ACH Credit,Payroll Deposit,False
TXN0003237,4611904725,2025-06-15,19864.83,ACH Credit,PAYROLL DEPOSIT,False
TXN0000562,9214161467,2025-01-19,-26132.51,ACH Debit,VENDOR PAYMENT,False
TXN0005469,8650302463,2025-06-07,26088.93,Check Deposit,Check Deposit,False
TXN0000179,9082559118,2025-04-26,-9534.31,Wire Transfer,Outgoing Wire,False
TXN0004866,9941958903,2025-06-07,-8134.14,ACH Debit,Vendor Payment,False
TXN0004979,5060244870,2025-04-12,44868.74,Check Deposit,CHECK DEPOSIT,False
TXN0001527,8906176626,2025-03-27,36036.54,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0003683,2861343312,2025-06-23,-31948.55,Wire Transfer,Incoming Wire,False
TXN0003641,1418744212,2025-02-26,-33240.07,Internal Transfer,Account Transfer,False
TXN0000040,6074716658,2025-03-29,-3198.06,Wire Transfer,INCOMING WIRE,False
TXN0005390,6509655174,2025-01-19,-20827.35,Wire Transfer,Outgoing Wire,False
TXN0000272,1409371092,2025-02-01,-36214.14,Debit Card,POS Purchase,False
TXN0004922,2422641848,2025-03-14,-32941.09,Debit Card,POS Purchase,False
TXN0004806,6558958302,2025-02-11,-19992.94,Debit Card,POS PURCHASE,False
TXN0001704,7105027200,2025-03-06,-18431.15,ACH Debit,Vendor Payment,False
TXN0001267,5608913396,2025-06-30,-31955.97,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002940,3220636777,2025-06-25,18516.70,ACH Credit,Payroll Deposit,False
TXN0001009,1860438730,2025-03-01,-25681.25,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0000291,6750735377,2025-03-31,2966.97,Check Deposit,Check Deposit,False
TXN0002976,5899831531,2025-06-09,-3261.88,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0003504,7216917111,2025-01-26,-12736.26,Wire Transfer,Outgoing Wire,False
TXN0003074,6489234643,2025-06-02,38149.16,Check Deposit,Check Deposit,False
TXN0005258,5771917249,2025-02-27,4874.80,ACH Credit,Payroll Deposit,False
TXN0004616,2044780625,2025-04-08,-33720.73,ACH Debit,Vendor Payment,False
TXN0001143,2177667591,2025-02-12,-40304.55,Wire Transfer,Incoming Wire,False
TXN0002585,2364848490,2025-01-24,-22388.50,ACH Debit,VENDOR PAYMENT,False
TXN0005429,4374980039,2025-03-06,-2842.30,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001973,9747215737,2025-01-22,38466.18,ACH Credit,Payroll Deposit,False
TXN0004762,5916887432,2025-02-19,-34543.89,Wire Transfer,Outgoing Wire,False
TXN0001673,1381893711,2025-04-28,12207.14,Check Deposit,Check Deposit,False
TXN0004383,9559237035,2025-03-31,34183.67,Check Deposit,Check Deposit,False
TXN0001192,1515153334,2025-06-01,8743.43,ACH Credit,Payroll Deposit,False
TXN0004440,9160765314,2025-05-12,-3432.16,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0003570,3121257555,2025-03-11,-20275.85,ACH Debit,Vendor Payment,False
TXN0002822,1378508086,2025-03-05,-10021.18,Debit Card,POS Purchase,False
TXN0004355,5500986775,2025-05-12,4292.04,Check Deposit,Check Deposit,False
TXN0003925,5717301193,2025-02-12,-35113.98,ACH Debit,Vendor Payment,False
TXN0001474,6606577201,2025-01-18,-19046.11,Debit Card,POS Purchase,False
TXN0004881,4939311242,2025-02-08,-29005.34,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0000800,6304905676,2025-04-17,-32798.10,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0003474,3531762614,2025-05-21,-30591.45,Internal Transfer,ACCOUNT TRANSFER,False
TXN0005288,5754333124,2025-05-28,6799.41,ACH Credit,PAYROLL DEPOSIT,False
TXN0000325,8667801609,2025-03-15,-16637.08,Wire Transfer,Outgoing Wire,False
TXN0004077,8960314219,2025-02-18,-16258.99,ACH Debit,Vendor Payment,False
TXN0004197,2887659247,2025-01-20,3615.83,Check Deposit,CHECK DEPOSIT,False
TXN0005770,1979967288,2025-03-24,-20121.49,ACH Debit,VENDOR PAYMENT,False
TXN0000493,5184867427,2025-05-15,248.85,ACH Credit,PAYROLL DEPOSIT,False
TXN0005774,4598454301,2025-05-21,-41677.07,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0000431,1301655811,2025-03-08,30184.20,Internal Transfer,Account Transfer,False
TXN0005545,5510932762,2025-06-14,39448.03,Check Deposit,Check Deposit,False
FEE00015,9007817984,2025-06-22,-16.25,Service Charge,Overdraft Fee,True
FEE00013,1261769262,2025-03-10,-29.24,Service Charge,NSF Fee,True
TXN0002688,5663908501,2025-04-13,27898.38,ACH Credit,Payroll Deposit,False
TXN0005213,8735434070,2025-02-10,-9100.58,Internal Transfer,Account Transfer,False
TXN0000520,9635492146,2025-01-18,33782.91,Check Deposit,Check Deposit,False
TXN0003216,9837297466,2025-05-26,7421.21,Check Deposit,Check Deposit,False
TXN0005753,3687859287,2025-02-19,5302.03,ACH Credit,Payroll Deposit,False
TXN0004593,1901344209,2025-06-17,33509.29,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001205,6565857447,2025-05-09,-22295.41,Wire Transfer,Incoming Wire,False
TXN0001627,2405311499,2025-04-17,28705.80,ACH Credit,PAYROLL DEPOSIT,False
TXN0000771,1703397324,2025-03-20,5488.98,Check Deposit,Check Deposit,False
TXN0002763,5492774146,2025-04-17,-5614.79,Debit Card,POS Purchase,False
TXN0000706,8611974133,2025-05-09,-9091.67,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004199,6320714260,2025-06-23,10832.07,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0002843,3521179661,2025-03-14,-40734.01,Internal Transfer,ACCOUNT TRANSFER,False
TXN0005166,4818087356,2025-04-02,-12239.24,ACH Debit,VENDOR PAYMENT,False
TXN0004418,1024167967,2025-01-30,-39862.16,Debit Card,POS Purchase,False
TXN0001212,4547767635,2025-02-05,-12889.39,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0000148,6992079729,2025-01-15,-31554.50,Wire Transfer,Incoming Wire,False
TXN0005367,2112014062,2025-05-02,-14518.92,Debit Card,POS Purchase,False
TXN0003912,3129656383,2025-03-22,21717.50,Check Deposit,CHECK DEPOSIT,False
TXN0002106,2894306307,2025-06-25,2335.88,Wire Transfer,Outgoing Wire,False
TXN0001850,8370647811,2025-06-15,-14719.85,Wire Transfer,Outgoing Wire,False
TXN0003125,1297936930,2025-01-31,30326.34,Check Deposit,Check Deposit,False
TXN0003315,3292606028,2025-05-06,41343.95,ACH Credit,PAYROLL DEPOSIT,False
TXN0001953,4511170362,2025-04-06,-27774.03,Debit Card,POS PURCHASE,False
TXN0000472,7452031946,2025-04-08,-29390.11,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004117,4426065749,2025-04-15,-26681.56,Wire Transfer,Outgoing Wire,False
TXN0003419,6874500263,2025-06-17,22293.30,Check Deposit,Check Deposit,False
TXN0001907,9863775733,2025-03-03,42788.38,Check Deposit,Check Deposit,False
TXN0000134,7941829992,2025-05-26,22730.62,Internal Transfer,Account Transfer,False
TXN0003923,4711923322,2025-05-26,32051.29,ACH Credit,Payroll Deposit,False
TXN0001670,2375285540,2025-03-15,-32683.17,Wire Transfer,Outgoing Wire,False
TXN0005516,8214933173,2025-01-22,-26990.21,Debit Card,POS Purchase,False
TXN0001296,2571720197,2025-06-13,-35497.10,Wire Transfer,OUTGOING WIRE,False
TXN0004746,3178693586,2025-01-03,35729.40,Internal Transfer,Account Transfer,False
TXN0001905,1394920309,2025-02-21,-3621.29,Wire Transfer,Outgoing Wire,False
TXN0000854,4631436934,2025-03-01,-22887.34,Wire Transfer,Incoming Wire,False
TXN0000027,3959503530,2025-05-24,-25155.90,Wire Transfer,Incoming Wire,False
TXN0000972,2178250407,2025-06-17,-37056.12,ACH Debit,VENDOR PAYMENT,False
TXN0000213,5081700854,2025-05-07,23785.33,Check Deposit,Check Deposit,False
TXN0000780,2961678255,2025-06-16,25578.82,ACH Credit,PAYROLL DEPOSIT,False
TXN0004666,6862983857,2025-04-27,2586.75,Internal Transfer,Account Transfer,False
TXN0000231,6378554108,2025-01-10,-29479.48,Wire Transfer,Outgoing Wire,False
TXN0004211,2894953260,2025-01-05,-20949.77,Wire Transfer,Incoming Wire,False
TXN0004258,7511569550,2025-04-03,-21315.26,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001922,3680214318,2025-05-20,-29169.58,Wire Transfer,INCOMING WIRE,False
TXN0003743,8712445570,2025-02-05,-3461.93,ACH Debit,Vendor Payment,False
TXN0004863,3572265642,2025-06-09,-17424.18,ACH Debit,Vendor Payment,False
TXN0003016,1303206795,2025-04-28,-41319.32,Internal Transfer,Account Transfer,False
TXN0002145,1137367896,2025-05-17,42948.24,Internal Transfer,Account Transfer,False
TXN0003113,8368841861,2025-03-22,-2955.45,Internal Transfer,Account Transfer,False
TXN0004425,1515015067,2025-04-19,15247.71,Internal Transfer,Account Transfer,False
TXN0000801,9427240003,2025-01-12,-44918.85,Internal Transfer,Account Transfer,False
TXN0000600,5712175513,2025-05-21,-16360.18,ACH Debit,Vendor Payment,False
TXN0002681,5168563910,2025-06-14,-4118.87,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005607,7978321782,2025-04-06,35347.43,ACH Credit,Payroll Deposit,False
TXN0004958,7528480094,2025-02-25,-42400.91,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0000517,6533340472,2025-06-30,20503.90,Internal Transfer,Account Transfer,False
TXN0004709,1799669624,2025-06-11,31405.39,ACH Credit,PAYROLL DEPOSIT,False
TXN0004121,2609231329,2025-04-22,-24407.97,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0003919,4050178638,2025-06-02,13105.61,ACH Credit,Payroll Deposit,False
TXN0002081,5762987692,2025-01-13,-41061.62,Wire Transfer,OUTGOING WIRE,False
TXN0000674,3714692475,2025-01-19,-1247.08,Wire Transfer,Outgoing Wire,False
TXN0002541,9775516141,2025-06-03,20664.09,Check Deposit,CHECK DEPOSIT,False
TXN0004490,1212503812,2025-02-02,17819.10,ACH Credit,PAYROLL DEPOSIT,False
TXN0000946,9482952406,2025-05-25,39893.96,Check Deposit,Check Deposit,False
TXN0002360,2011233621,2025-06-22,-40125.26,Wire Transfer,Outgoing Wire,False
TXN0004939,3062947744,2025-03-10,-38651.76,Wire Transfer,Outgoing Wire,False
TXN0004352,2401270482,2025-01-09,7123.42,ACH Credit,Payroll Deposit,False
TXN0002439,2402707839,2025-05-28,-16930.97,Debit Card,POS PURCHASE,False
TXN0005283,6021118731,2025-03-22,-3462.96,ACH Debit,Vendor Payment,False
TXN0004495,8703204038,2025-06-17,-2156.16,Wire Transfer,Incoming Wire,False
TXN0001238,6049950976,2025-04-30,11453.25,Check Deposit,Check Deposit,False
TXN0001644,2527052314,2025-05-15,2472.21,ACH Credit,PAYROLL DEPOSIT,False
TXN0003601,6405123704,2025-01-01,-30880.15,ACH Debit,Vendor Payment,False
TXN0005104,2999405005,2025-04-28,-36898.13,ACH Debit,VENDOR PAYMENT,False
TXN0005235,6616544781,2025-06-16,-27692.07,Internal Transfer,ACCOUNT TRANSFER,False
TXN0003024,2739584296,2025-01-02,-43321.58,Wire Transfer,Outgoing Wire,False
TXN0000097,8282748081,2025-05-11,4004.25,Check Deposit,Check Deposit,False
TXN0005804,6373457567,2025-04-29,-14623.01,Wire Transfer,Incoming Wire,False
TXN0000844,1957596327,2025-04-10,-3722.77,Debit Card,POS PURCHASE,False
TXN0002124,2286267426,2025-05-12,7183.75,Check Deposit,CHECK DEPOSIT,False
TXN0004520,4997197534,2025-06-28,-41340.16,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005718,8255444629,2025-02-21,31756.10,ACH Credit,PAYROLL DEPOSIT,False
TXN0000260,3060091930,2025-03-25,-36120.33,Wire Transfer,INCOMING WIRE,False
TXN0003455,4971869202,2025-06-04,-44556.56,Debit Card,POS Purchase,False
TXN0004256,9584185472,2025-05-11,22171.35,ACH Credit,Payroll Deposit,False
TXN0003486,6084555519,2025-05-27,16598.28,ACH Credit,Payroll Deposit,False
TXN0005868,7559707238,2025-05-06,-11122.23,Wire Transfer,Incoming Wire,False
TXN0005180,8727468025,2025-05-02,-8647.73,Internal Transfer,ACCOUNT TRANSFER,False
TXN0003368,9591794825,2025-04-07,-5351.26,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0002242,3523900437,2025-06-13,-7743.33,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0003720,1532978258,2025-05-09,-18214.92,Debit Card,POS Purchase,False
TXN0005294,9426756825,2025-02-28,-30943.54,ACH Debit,VENDOR PAYMENT,False
TXN0000142,6830582792,2025-02-24,-3129.30,Wire Transfer,Incoming Wire,False
TXN0002905,2768763162,2025-01-18,-199.42,Debit Card,POS Purchase,False
TXN0000857,5127221266,2025-04-08,-22403.12,Wire Transfer,Outgoing Wire,False
TXN0002869,7088287336,2025-02-08,-16515.95,Wire Transfer,INCOMING WIRE,False
TXN0001984,8915741047,2025-05-28,17033.93,ACH Credit,Payroll Deposit,False
TXN0002984,1009128474,2025-06-22,4832.69,Internal Transfer,Account Transfer,False
TXN0001747,2284481324,2025-04-20,-16620.19,Wire Transfer,INCOMING WIRE,False
TXN0002075,9778136292,2025-05-09,-10257.25,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001061,6171546195,2025-06-03,25847.25,Check Deposit,Check Deposit,False
TXN0001988,8838176887,2025-05-04,-34830.11,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005455,5890946740,2025-04-13,-36736.36,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004381,6725295354,2025-06-26,2786.28,Check Deposit,Check Deposit,False
TXN0003120,5660048620,2025-02-04,-23366.51,Wire Transfer,Outgoing Wire,False
TXN0004604,4148277759,2025-01-24,38041.68,ACH Credit,Payroll Deposit,False
TXN0002315,3038932482,2025-04-21,10471.16,Check Deposit,CHECK DEPOSIT,False
TXN0002551,4864931245,2025-03-05,-34460.56,Wire Transfer,Outgoing Wire,False
TXN0004011,7478185233,2025-06-23,-9013.11,ACH Debit,Vendor Payment,False
TXN0005854,9666010211,2025-03-04,35957.21,Internal Transfer,Account Transfer,False
TXN0000241,2672203765,2025-01-08,30063.50,Check Deposit,Check Deposit,False
TXN0002906,4541155909,2025-01-14,30981.18,Internal Transfer,ACCOUNT TRANSFER,False
TXN0002023,8395011709,2025-01-16,-17476.95,ACH Debit,VENDOR PAYMENT,False
TXN0005565,8428278438,2025-03-04,4537.94,Check Deposit,Check Deposit,False
TXN0005933,5461265827,2025-04-24,11681.84,ACH Credit,PAYROLL DEPOSIT,False
TXN0004603,6874714000,2025-03-17,-27695.89,Wire Transfer,Outgoing Wire,False
TXN0003834,7571868991,2025-06-20,-33184.32,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0002570,1081028093,2025-06-26,36913.27,ACH Credit,Payroll Deposit,False
TXN0003411,2281663891,2025-03-20,467.68,Check Deposit,Check Deposit,False
TXN0005266,8623493652,2025-04-11,-3668.52,Debit Card,POS Purchase,False
TXN0000384,3525404975,2025-03-23,-16262.93,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0000812,2771931587,2025-01-08,-32305.41,Internal Transfer,Account Transfer,False
TXN0002084,1578927902,2025-05-10,4437.76,ACH Credit,PAYROLL DEPOSIT,False
TXN0001606,3333507516,2025-03-31,-13671.81,Debit Card,POS Purchase,False
TXN0001672,4038017814,2025-04-12,-17677.87,Wire Transfer,Incoming Wire,False
TXN0001498,5235288495,2025-01-20,4566.91,ACH Credit,Payroll Deposit,False
TXN0005878,7449756859,2025-04-10,-13847.72,Debit Card,POS Purchase,False
TXN0001294,1553731733,2025-03-02,4118.66,Check Deposit,Check Deposit,False
TXN0004473,8000909541,2025-05-20,9597.85,Check Deposit,Check Deposit,False
TXN0001624,1177446556,2025-01-30,40067.37,Check Deposit,Check Deposit,False
TXN0004700,4712017905,2025-05-04,-32314.83,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005096,9693251574,2025-03-15,-9937.22,Wire Transfer,Incoming Wire,False
TXN0001868,4254005848,2025-02-14,-18671.40,ACH Debit,Vendor Payment,False
TXN0000400,2950241516,2025-03-28,13103.21,Check Deposit,CHECK DEPOSIT,False
TXN0004270,2953305820,2025-04-02,-38499.56,Debit Card,POS Purchase,False
TXN0005360,7313253920,2025-02-06,-1276.74,Wire Transfer,INCOMING WIRE,False
TXN0002941,6296207178,2025-04-26,16421.03,ACH Credit,Payroll Deposit,False
TXN0000397,3472297223,2025-01-15,-23418.62,ACH Debit,Vendor Payment,False
TXN0000868,9269972503,2025-03-28,38826.12,ACH Credit,Payroll Deposit,False
TXN0001016,2542776190,2025-06-05,-11111.10,Wire Transfer,INCOMING WIRE,False
TXN0001160,9155157025,2025-03-17,-387.03,Internal Transfer,Account Transfer,False
TXN0001595,1105239620,2025-03-07,-32240.36,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002910,4259284910,2025-04-23,-28996.70,Wire Transfer,Incoming Wire,False
TXN0004886,2561240173,2025-04-23,21680.92,Internal Transfer,ACCOUNT TRANSFER,False
TXN0003688,1130945600,2025-06-20,40457.26,Check Deposit,CHECK DEPOSIT,False
TXN0005164,2528224544,2025-06-29,-34703.01,ACH Debit,Vendor Payment,False
