txn_ref,account_number,ledger_amount,bank_amount,ledger_date,bank_date,category,note
TXN0005781,7958776864,5651.25,5651.25,2025-01-31,2025-01-31,Reconciled,
TXN0003015,9492447268,-28380.97,-28380.97,2025-06-19,2025-06-19,Reconciled,
TXN0003297,6813415490,-39905.95,-39905.95,2025-02-01,2025-02-01,Reconciled,
TXN0003445,8278358576,-2037.63,-2037.63,2025-01-01,2025-01-01,Reconciled,
TXN0005664,4418295034,-135.48,-135.48,2025-03-17,2025-03-17,Reconciled,
TXN0001303,2858237237,14503.23,14503.23,2025-04-18,2025-04-18,Reconciled,
TXN0002496,9000046126,33135.06,33135.06,2025-05-22,2025-05-25,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0002723,7040375446,-21400.21,-21400.21,2025-05-03,2025-05-03,Reconciled,
TXN0005624,5629590928,-6770.80,-6770.80,2025-05-29,2025-05-29,Reconciled,
TXN0004459,8583238532,8284.43,8284.43,2025-01-18,2025-01-18,Reconciled,
TXN0005378,8625507200,-7322.18,-7322.18,2025-01-11,2025-01-11,Reconciled,
TXN0004322,7498964867,-20234.67,-20234.67,2025-06-05,2025-06-05,Reconciled,
TXN0000393,9065026044,-42326.23,-42326.23,2025-01-16,2025-01-16,Reconciled,
TXN0002188,1921312465,-1202.39,-1202.39,2025-02-02,2025-02-02,Reconciled,
TXN0001486,2366840188,-27030.65,-27030.65,2025-06-05,2025-06-05,Reconciled,
TXN0003165,8967767879,-14470.05,-14470.05,2025-04-29,2025-04-29,Reconciled,
TXN0005547,7880259937,-32619.51,-32619.51,2025-02-27,2025-02-27,Reconciled,
TXN0004925,1353724463,-13188.32,-13188.32,2025-01-18,2025-01-18,Reconciled,
TXN0001267,5608913396,-31955.97,-31955.97,2025-06-30,2025-06-30,Reconciled,
TXN0004168,3794297663,-32399.29,-32399.29,2025-06-17,2025-06-17,Reconciled,
TXN0000313,6182185207,-18557.50,-18557.50,2025-01-24,2025-01-24,Reconciled,
TXN0004744,3446312239,-20575.71,-20575.71,2025-04-20,2025-04-20,Reconciled,
TXN0003667,6288810602,14184.43,14184.43,2025-05-13,2025-05-13,Reconciled,
TXN0003629,7317839926,-32596.72,-32596.72,2025-02-19,2025-02-19,Reconciled,
TXN0000542,4751431795,-38304.09,-38304.09,2025-01-07,2025-01-07,Reconciled,
TXN0003365,9120537717,-37947.77,-37947.77,2025-01-07,2025-01-07,Reconciled,
TXN0003123,9516337045,-14749.87,-14749.87,2025-01-15,2025-01-15,Reconciled,
TXN0004464,7279096834,-43399.02,-43399.02,2025-02-20,2025-02-20,Reconciled,
TXN0005047,1084282438,14536.86,14536.86,2025-02-27,2025-02-27,Reconciled,
TXN0000345,5089500205,-10151.82,-10151.82,2025-03-27,2025-03-27,Reconciled,
TXN0002958,4835018428,-5364.09,-5364.09,2025-06-06,2025-06-09,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0002342,2143555058,-31963.98,-31963.98,2025-01-30,2025-01-30,Reconciled,
TXN0003313,8209616828,-33467.46,-33467.46,2025-05-27,2025-05-27,Reconciled,
TXN0003738,7719764363,-22354.36,-22354.36,2025-05-03,2025-05-03,Reconciled,
TXN0005560,8766375222,-42136.00,-42136.00,2025-01-01,2025-01-01,Reconciled,
TXN0000619,7684084591,-11799.86,,2025-05-31,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0004063,9842210218,-40303.39,-40303.39,2025-01-23,2025-01-23,Reconciled,
TXN0004257,7215152313,23850.94,23850.94,2025-03-21,2025-03-21,Reconciled,
TXN0004159,9109466847,44942.46,44942.46,2025-06-06,2025-06-06,Reconciled,
TXN0000637,8178565894,-42228.18,-42228.18,2025-01-14,2025-01-14,Reconciled,
TXN0004293,9015988294,-22033.98,-22033.98,2025-04-14,2025-04-14,Reconciled,
TXN0000222,6549809089,754.96,754.96,2025-03-21,2025-03-21,Reconciled,
TXN0004242,4258009890,-21017.50,-21017.50,2025-06-19,2025-06-19,Reconciled,
TXN0003649,4628548625,-19059.00,-19059.00,2025-02-08,2025-02-08,Reconciled,
TXN0002873,6563225013,-35268.04,-35268.04,2025-06-15,2025-06-15,Reconciled,
TXN0004209,4162905511,2739.65,2739.65,2025-06-30,2025-06-30,Reconciled,
TXN0004951,2382966177,-14756.25,-14756.25,2025-01-08,2025-01-08,Reconciled,
TXN0000036,3067068633,-9196.03,,2025-02-10,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0002699,7760774457,16340.72,16340.72,2025-05-26,2025-05-26,Reconciled,
TXN0003657,2474830844,32004.73,32004.73,2025-05-25,2025-05-25,Reconciled,
TXN0002218,1074606573,-21168.55,-21168.55,2025-04-12,2025-04-12,Reconciled,
TXN0001849,3563517037,10752.96,10752.96,2025-05-12,2025-05-12,Reconciled,
TXN0002761,1131612648,-10210.62,-10210.62,2025-02-05,2025-02-05,Reconciled,
TXN0003070,2232523861,-33629.33,,2025-05-01,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0001042,1157718673,-42747.18,-42747.18,2025-04-17,2025-04-17,Reconciled,
TXN0001507,2964660580,-18404.92,-18404.92,2025-01-15,2025-01-15,Reconciled,
TXN0002459,9531425799,32909.19,32909.19,2025-04-05,2025-04-05,Reconciled,
TXN0002502,2304675596,-24327.34,-24327.34,2025-05-22,2025-05-22,Reconciled,
TXN0002391,8380482625,-31260.97,-31260.97,2025-03-18,2025-03-19,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0003152,2002054538,28615.95,28615.95,2025-05-29,2025-05-29,Reconciled,
TXN0002512,3732996560,26175.38,26175.38,2025-03-05,2025-03-05,Reconciled,
TXN0003127,5666424670,-29807.30,-29919.27,2025-06-22,2025-06-22,Amount Discrepancy (Investigate),"Ledger -29807.30 vs bank -29919.27, diff 111.97."
TXN0001338,7308303712,-26497.84,-26497.84,2025-02-14,2025-02-14,Reconciled,
TXN0003580,9676951183,-33822.86,-33822.86,2025-04-29,2025-04-29,Reconciled,
TXN0004700,4712017905,-32314.83,-32314.83,2025-05-04,2025-05-04,Reconciled,
TXN0001511,2098406715,-14750.94,-14750.94,2025-03-15,2025-03-15,Reconciled,
TXN0001604,3153830778,-23071.09,-23071.09,2025-03-23,2025-03-23,Reconciled,
TXN0002149,2200096278,39724.34,39724.34,2025-03-26,2025-03-26,Reconciled,
TXN0002323,3584029068,-22286.86,-22286.86,2025-01-16,2025-01-16,Reconciled,
TXN0002930,3576447182,-2586.79,-2586.79,2025-03-22,2025-03-24,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0000706,8611974133,-9091.67,-9091.67,2025-05-09,2025-05-09,Reconciled,
TXN0004163,2145932237,-39495.20,-39495.20,2025-01-04,2025-01-04,Reconciled,
TXN0003081,7180247909,-24714.25,-24714.25,2025-02-03,2025-02-03,Reconciled,
TXN0001784,9055772154,-43283.56,-43283.56,2025-01-20,2025-01-20,Reconciled,
TXN0005150,3163799883,34578.50,34578.50,2025-05-30,2025-05-30,Reconciled,
TXN0003167,3374003298,37203.60,37203.60,2025-06-13,2025-06-15,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0001271,6526558195,23331.30,23331.30,2025-02-28,2025-02-28,Reconciled,
TXN0002484,5668167017,8583.13,8583.13,2025-04-07,2025-04-07,Reconciled,
TXN0004609,4658684693,-19579.73,-19579.73,2025-04-05,2025-04-05,Reconciled,
TXN0005428,3716673430,-29600.07,-29657.76,2025-06-19,2025-06-19,Amount Discrepancy (Investigate),"Ledger -29600.07 vs bank -29657.76, diff 57.69."
TXN0001598,9921036738,6279.96,6279.96,2025-06-25,2025-06-25,Reconciled,
TXN0002743,7042426039,-12565.44,-12565.44,2025-03-17,2025-03-17,Reconciled,
TXN0002152,6666759598,-12628.62,-12628.62,2025-01-27,2025-01-27,Reconciled,
TXN0003182,6591283856,-20273.07,-20273.07,2025-04-10,2025-04-10,Reconciled,
TXN0005471,6155150168,-6119.19,-5884.86,2025-02-20,2025-02-20,Amount Discrepancy (Investigate),"Ledger -6119.19 vs bank -5884.86, diff -234.33."
TXN0001891,8094040413,-34054.23,-34054.23,2025-01-03,2025-01-03,Reconciled,
TXN0005048,9400926342,-25789.44,-25789.44,2025-06-23,2025-06-23,Reconciled,
TXN0001927,7505174480,-12768.24,-12768.24,2025-06-20,2025-06-23,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0000505,4892083008,36259.31,36259.31,2025-06-15,2025-06-15,Reconciled,
TXN0004454,8066460433,-570.26,-570.26,2025-01-26,2025-01-26,Reconciled,
TXN0003457,1801974813,-7292.22,-7292.22,2025-01-17,2025-01-17,Reconciled,
TXN0002091,8948616665,-2689.82,-2689.82,2025-06-09,2025-06-09,Reconciled,
TXN0004545,1433325542,-33314.22,-33314.22,2025-04-07,2025-04-07,Reconciled,
TXN0005362,6853709759,-5283.43,-5283.43,2025-01-13,2025-01-13,Reconciled,
TXN0004971,3440912729,852.61,852.61,2025-01-04,2025-01-04,Reconciled,
TXN0002305,2150306319,-23935.90,-23935.90,2025-04-27,2025-04-27,Reconciled,
TXN0002334,5025292712,5669.73,5669.73,2025-03-11,2025-03-11,Reconciled,
TXN0003187,1528194245,15223.95,15223.95,2025-01-19,2025-01-19,Reconciled,
TXN0000547,1517403015,-11502.83,-11502.83,2025-06-24,2025-06-24,Reconciled,
TXN0004121,2609231329,-24407.97,-24407.97,2025-04-22,2025-04-22,Reconciled,
TXN0001672,4038017814,-17677.87,-17677.87,2025-04-12,2025-04-12,Reconciled,
TXN0001350,8243268072,35519.94,35519.94,2025-01-15,2025-01-15,Reconciled,
TXN0005131,9730340963,8992.65,8992.65,2025-02-21,2025-02-21,Reconciled,
TXN0005510,6132883658,8392.09,8392.09,2025-01-25,2025-01-25,Reconciled,
TXN0002451,6461720863,-15617.50,-15617.50,2025-04-30,2025-04-30,Reconciled,
TXN0005605,9272380712,-35153.55,-35153.55,2025-06-21,2025-06-21,Reconciled,
TXN0005935,1656624757,600.97,600.97,2025-01-24,2025-01-24,Reconciled,
TXN0001594,8423811407,-7960.24,-7960.24,2025-06-29,2025-07-02,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0001189,3808220402,-36374.74,-36374.74,2025-01-22,2025-01-22,Reconciled,
TXN0000354,8645696919,-28240.59,-28240.59,2025-04-07,2025-04-07,Reconciled,
TXN0003417,3768046703,-8924.56,-8924.56,2025-03-05,2025-03-05,Reconciled,
TXN0003872,8532837916,-43402.34,-43402.34,2025-04-15,2025-04-15,Reconciled,
TXN0000321,6190640713,34333.39,34333.39,2025-05-07,2025-05-07,Reconciled,
TXN0004297,1985068186,-14854.69,-14854.69,2025-04-03,2025-04-03,Reconciled,
TXN0002977,6988050863,-34575.06,-34575.06,2025-04-23,2025-04-23,Reconciled,
TXN0002369,6265899238,26159.99,26159.99,2025-05-09,2025-05-09,Reconciled,
TXN0005403,2081904522,36790.15,36790.15,2025-02-10,2025-02-10,Reconciled,
TXN0000238,6979351724,7240.96,7171.33,2025-04-06,2025-04-06,Amount Discrepancy (Investigate),"Ledger 7240.96 vs bank 7171.33, diff 69.63."
TXN0005465,1707374137,-27446.81,-27446.81,2025-03-28,2025-03-29,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0003170,1877883897,-38791.42,-38791.42,2025-02-13,2025-02-13,Reconciled,
TXN0001847,4043073340,-27875.49,-27875.49,2025-03-17,2025-03-17,Reconciled,
TXN0004745,5356466031,23878.56,23878.56,2025-03-15,2025-03-15,Reconciled,
TXN0004562,7184219028,-23090.13,-23090.13,2025-05-10,2025-05-12,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0003293,6752373133,35783.69,35783.69,2025-05-21,2025-05-21,Reconciled,
TXN0001549,4574556323,35965.74,35965.74,2025-06-12,2025-06-12,Reconciled,
TXN0002286,1040942629,-35421.48,-35421.48,2025-03-15,2025-03-15,Reconciled,
TXN0002097,8163679205,-15719.64,-15719.64,2025-04-11,2025-04-11,Reconciled,
TXN0003908,8728063195,-44061.16,-44061.16,2025-01-18,2025-01-18,Reconciled,
TXN0003419,6874500263,22293.30,22293.30,2025-06-17,2025-06-17,Reconciled,
TXN0005280,5808258775,-28125.24,-28125.24,2025-01-16,2025-01-16,Reconciled,
TXN0003065,8052351160,-32642.92,-32642.92,2025-05-26,2025-05-26,Reconciled,
TXN0005879,5152290983,-6327.43,-6327.43,2025-05-20,2025-05-20,Reconciled,
TXN0004819,7521505277,19425.97,19425.97,2025-03-29,2025-03-29,Reconciled,
TXN0002618,2307754281,-2266.99,-2266.99,2025-03-18,2025-03-18,Reconciled,
TXN0001591,8577548746,27998.53,27998.53,2025-01-31,2025-02-01,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0001715,8779484072,14061.64,14061.64,2025-03-26,2025-03-26,Reconciled,
TXN0004407,5888867190,-20920.08,-20920.08,2025-01-20,2025-01-20,Reconciled,
TXN0002220,2746610768,-16610.26,,2025-06-19,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0005712,7208329731,15061.53,15061.53,2025-02-02,2025-02-02,Reconciled,
TXN0002955,8370587912,-18053.42,-18053.42,2025-03-16,2025-03-16,Reconciled,
TXN0002474,3742224805,-19158.31,-19158.31,2025-04-21,2025-04-21,Reconciled,
TXN0000977,3997884823,-15084.04,-15084.04,2025-01-14,2025-01-14,Reconciled,
TXN0002379,8705923151,-42233.02,-42233.02,2025-01-11,2025-01-11,Reconciled,
TXN0004596,3922304658,-28556.98,-28556.98,2025-03-26,2025-03-26,Reconciled,
TXN0003665,7107380935,6143.08,6143.08,2025-06-08,2025-06-08,Reconciled,
TXN0004219,8372148762,-10446.42,-10446.42,2025-02-02,2025-02-02,Reconciled,
TXN0001444,1366442526,-8053.62,-8053.62,2025-05-24,2025-05-24,Reconciled,
TXN0005273,8381188727,-27093.54,-27093.54,2025-06-09,2025-06-09,Reconciled,
TXN0004113,7920179714,17567.70,17567.70,2025-06-13,2025-06-13,Reconciled,
TXN0003241,9918353266,-4615.39,,2025-02-14,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0001219,1004413702,-31891.08,-31891.08,2025-03-22,2025-03-22,Reconciled,
TXN0002771,2744024216,43676.74,43676.74,2025-03-04,2025-03-04,Reconciled,
TXN0000663,1432857003,22230.28,22230.28,2025-04-17,2025-04-17,Reconciled,
TXN0005578,4233993754,7856.55,7856.55,2025-04-21,2025-04-21,Reconciled,
TXN0004049,4688236047,-38119.25,-38119.25,2025-03-11,2025-03-11,Reconciled,
TXN0000541,4330391121,-7776.92,-7776.92,2025-04-14,2025-04-14,Reconciled,
TXN0003292,4972325425,38013.79,38013.79,2025-01-26,2025-01-26,Reconciled,
TXN0001441,9358286886,23454.89,23454.89,2025-05-22,2025-05-22,Reconciled,
TXN0001206,7237438824,292.41,292.41,2025-02-03,2025-02-06,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0001530,7251878518,24264.21,24264.21,2025-03-23,2025-03-26,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0000217,8986623105,-16320.07,-16320.07,2025-03-24,2025-03-25,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0002213,9156791214,-41376.75,-41376.75,2025-04-20,2025-04-20,Reconciled,
TXN0002632,9968609138,-44648.82,-44648.82,2025-02-13,2025-02-13,Reconciled,
TXN0001077,1079011097,-38435.47,-38435.47,2025-06-07,2025-06-09,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0003281,4370573886,-23351.53,-23351.53,2025-03-02,2025-03-02,Reconciled,
TXN0005118,3188972053,-6064.36,-6064.36,2025-05-04,2025-05-04,Reconciled,
TXN0005715,9198538226,-36971.80,-36971.80,2025-03-23,2025-03-23,Reconciled,
TXN0005283,6021118731,-3462.96,-3462.96,2025-03-22,2025-03-22,Reconciled,
TXN0002266,8423062885,-1293.00,-1293.00,2025-06-28,2025-06-28,Reconciled,
TXN0002775,5704194461,-962.72,-962.72,2025-05-20,2025-05-20,Reconciled,
TXN0000237,2759944840,-22870.25,-22870.25,2025-04-10,2025-04-10,Reconciled,
TXN0003487,8016987348,-31305.50,-31305.50,2025-03-04,2025-03-04,Reconciled,
TXN0002444,4781985381,29201.02,29201.02,2025-06-09,2025-06-09,Reconciled,
TXN0001678,2420142027,-18228.65,-18228.65,2025-04-11,2025-04-11,Reconciled,
TXN0001791,5716084758,1519.72,1519.72,2025-05-08,2025-05-08,Reconciled,
TXN0004618,7344458783,-27722.44,-27722.44,2025-02-18,2025-02-18,Reconciled,
TXN0005934,6565857485,-2884.75,-2884.75,2025-01-05,2025-01-05,Reconciled,
TXN0004566,8887328452,-14405.10,-14405.10,2025-06-03,2025-06-03,Reconciled,
TXN0002176,1263604191,-39118.63,-39118.63,2025-05-10,2025-05-10,Reconciled,
TXN0005162,4265748794,-42896.70,-42896.70,2025-01-06,2025-01-06,Reconciled,
TXN0000797,1865432287,41667.23,41667.23,2025-02-04,2025-02-04,Reconciled,
TXN0002915,6556361211,-44927.98,-44927.98,2025-03-06,2025-03-06,Reconciled,
TXN0005031,6536192125,-35400.59,-35400.59,2025-06-29,2025-06-29,Reconciled,
TXN0000289,4043248671,-44655.07,-44655.07,2025-04-12,2025-04-12,Reconciled,
TXN0004338,4614672677,-31289.48,-31289.48,2025-02-02,2025-02-02,Reconciled,
TXN0003500,6228853430,1424.53,1424.53,2025-06-15,2025-06-15,Reconciled,
TXN0000274,7862904587,-22507.23,-22507.23,2025-01-14,2025-01-14,Reconciled,
TXN0005447,9958034273,-39357.37,-39357.37,2025-03-06,2025-03-06,Reconciled,
TXN0001108,3635805470,-6769.36,-6769.36,2025-02-10,2025-02-10,Reconciled,
TXN0001669,7651479454,37827.21,37827.21,2025-01-01,2025-01-01,Reconciled,
TXN0002689,3622150729,-23387.92,-23387.92,2025-05-21,2025-05-21,Reconciled,
TXN0005656,8410910396,-27650.07,-27650.07,2025-06-12,2025-06-12,Reconciled,
TXN0003556,6444082894,23925.43,23925.43,2025-05-26,2025-05-26,Reconciled,
TXN0000888,5063426161,-28444.23,-28444.23,2025-01-15,2025-01-15,Reconciled,
TXN0001963,9721163421,-33199.07,-33199.07,2025-04-19,2025-04-19,Reconciled,
TXN0004995,2829065719,22416.50,22416.50,2025-05-18,2025-05-18,Reconciled,
TXN0000023,5978693294,-41968.86,-41968.86,2025-04-10,2025-04-10,Reconciled,
TXN0004261,5398076815,2568.01,2568.01,2025-02-11,2025-02-13,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0003346,3230684904,-44951.85,-44951.85,2025-01-15,2025-01-15,Reconciled,
TXN0001224,6499423327,-11523.48,-11523.48,2025-02-15,2025-02-15,Reconciled,
TXN0004065,4440080672,23299.82,23299.82,2025-06-21,2025-06-24,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0001571,2190932040,-33742.72,-33742.72,2025-01-17,2025-01-18,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0001208,8603720043,-36784.47,-36784.47,2025-02-10,2025-02-10,Reconciled,
TXN0003639,2806797802,-9766.39,-9766.39,2025-05-24,2025-05-24,Reconciled,
TXN0000705,6452018694,-5095.58,-5095.58,2025-01-07,2025-01-07,Reconciled,
TXN0000696,4310635332,13782.89,13782.89,2025-06-03,2025-06-03,Reconciled,
TXN0004640,1410399302,-28084.04,-28084.04,2025-02-16,2025-02-16,Reconciled,
TXN0004634,8769502299,-4963.69,-4963.69,2025-03-31,2025-03-31,Reconciled,
TXN0000845,6995498354,42831.72,42831.72,2025-03-15,2025-03-15,Reconciled,
TXN0001518,8308440721,-14918.88,-14918.88,2025-03-27,2025-03-27,Reconciled,
TXN0001919,4381379576,-39949.74,-39949.74,2025-05-28,2025-05-28,Reconciled,
TXN0002774,8034500228,13690.89,13690.89,2025-05-14,2025-05-14,Reconciled,
TXN0005758,2103174030,44799.65,44799.65,2025-02-25,2025-02-25,Reconciled,
TXN0001415,4325036665,-38109.67,-38109.67,2025-01-30,2025-01-30,Reconciled,
TXN0002036,9584971535,30938.44,30938.44,2025-02-06,2025-02-06,Reconciled,
TXN0004199,6320714260,10832.07,10832.07,2025-06-23,2025-06-23,Reconciled,
TXN0001599,3327936242,3052.75,3052.75,2025-01-26,2025-01-28,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0003211,2677882917,43532.11,43532.11,2025-03-23,2025-03-23,Reconciled,
TXN0005231,1172762143,-43577.98,-43577.98,2025-02-22,2025-02-22,Reconciled,
TXN0002338,6235610916,-9881.77,-9881.77,2025-02-27,2025-02-27,Reconciled,
TXN0005513,4716984646,14131.43,14131.43,2025-06-30,2025-06-30,Reconciled,
TXN0005820,1412876610,11848.57,11848.57,2025-03-10,2025-03-10,Reconciled,
TXN0003158,8969151574,-4558.72,-4558.72,2025-02-22,2025-02-22,Reconciled,
TXN0002531,4204570965,1723.66,1723.66,2025-05-06,2025-05-06,Reconciled,
TXN0000617,6870882425,4823.58,4823.58,2025-01-18,2025-01-18,Reconciled,
TXN0001070,3063969546,-29490.02,-29490.02,2025-05-15,2025-05-15,Reconciled,
TXN0002082,3056518880,5017.44,5017.44,2025-01-05,2025-01-08,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0002790,3032575362,37752.65,37752.65,2025-04-17,2025-04-17,Reconciled,
TXN0004915,5598165232,-26081.52,-26081.52,2025-01-01,2025-01-04,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0000077,5058273628,-6153.99,-6153.99,2025-05-03,2025-05-03,Reconciled,
TXN0004379,2181358245,-16178.94,-16178.94,2025-06-21,2025-06-21,Reconciled,
TXN0002880,7352013668,-11675.55,-11675.55,2025-02-12,2025-02-12,Reconciled,
TXN0003016,1303206795,-41319.32,-41319.32,2025-04-28,2025-04-28,Reconciled,
TXN0003221,2375301371,-36577.66,-36577.66,2025-03-13,2025-03-13,Reconciled,
TXN0004972,6088040176,-21152.84,-21152.84,2025-02-17,2025-02-17,Reconciled,
TXN0002292,4127263411,-10246.32,-10246.32,2025-06-18,2025-06-18,Reconciled,
TXN0005187,5361272127,-35500.62,-35500.62,2025-01-01,2025-01-01,Reconciled,
TXN0001056,7781714683,29620.03,29620.03,2025-06-12,2025-06-12,Reconciled,
TXN0004514,9712307690,-39857.24,-39857.24,2025-05-14,2025-05-14,Reconciled,
TXN0001242,9624158706,-40492.95,-40492.95,2025-01-27,2025-01-27,Reconciled,
