RefNumber,AcctNumber,StatementDate,Amount,TxnType,Memo
TXN0004921,352-726-8566,31-Jan-2025,"($38,573.19)",Wire Transfer,Outgoing Wire
TXN0001309,208-187-6637,04-Mar-2025,"($14,258.20)",Wire Transfer,Incoming Wire
TXN0003401,829-528-3838,24-Mar-2025,"($24,522.64)",Wire Transfer,Outgoing Wire
TXN0000886,785-641-3514,21-Feb-2025,"($27,490.53)",Internal Transfer,Account Transfer
 TXN0001321,647-817-7572,05/06/2025,"($16,813.64)",ATM Withdrawal,ATM Cash Withdrawal
TXN0002819,521-443-1497,18-Feb-2025,"($1,956.19)",Wire Transfer,Incoming Wire
 TXN0003200,321-091-5235,17-Feb-2025,"($18,289.73)",ACH Debit,Vendor Payment
txn0002071,894-953-3962,08-Feb-2025,"$15,291.32",Check Deposit,Check Deposit
TXN0001490,863-887-6795,04/25/2025,"($24,725.62)",Wire Transfer,Incoming Wire
TXN0000103, 855-742-0993 ,06/11/2025,"$22,072.43",Internal Transfer,Account Transfer
TXN0001010,398-277-5170,05/29/2025,"$38,311.00",Internal Transfer,Account Transfer
txn0000057,176-144-7600,03/14/2025,"($39,643.40)",ACH Debit,Vendor Payment
TXN0004747,120-698-5517,05/07/2025,"($21,132.88)",Debit Card,POS PURCHASE
txn0001225,346-247-1715,04/16/2025,"($22,866.92)",ACH Debit,VENDOR PAYMENT
TXN0000622,770-041-0414,06/09/2025,"($34,443.71)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0005722,856-538-7378,01/16/2025,"$17,250.43",ACH Credit,Payroll Deposit
TXN0004160,193-178-2025,20-May-2025,"($22,500.93)",Wire Transfer,Incoming Wire
TXN0000647,435-132-3948,01/05/2025,"$38,425.35",ACH Credit,PAYROLL DEPOSIT
TXN0004707,257-325-2724,21-Mar-2025,"($18,644.14)",Debit Card,POS Purchase
TXN0004857,106-763-6278,12-Feb-2025,"($37,964.39)",ACH Debit,Vendor Payment
TXN0004018,604-562-6034,06/02/2025,"$7,201.78",Internal Transfer,Account Transfer
TXN0002997,891-216-3293,02/18/2025,"$23,501.74",ACH Credit,Payroll Deposit
TXN0002327,332-289-4333,04/16/2025,"($16,640.12)",ATM Withdrawal,ATM Cash Withdrawal
TXN0005971,542-866-9366,07-Feb-2025,"($8,361.80)",ACH Debit,Vendor Payment
TXN0004573,292-813-3354,06/02/2025,"($38,334.62)",ACH Debit,Vendor Payment
TXN0005014,411-056-6731,02/17/2025,"$38,975.28",Wire Transfer,Outgoing Wire
TXN0005922,434-223-3376,19-Mar-2025,"$30,451.95",Check Deposit,Check Deposit
txn0000879,378-587-5720,01/08/2025,"($19,565.77)",ATM Withdrawal,ATM Cash Withdrawal
TXN0005259,759-688-4300,06/12/2025,"($6,006.92)",Debit Card,POS Purchase
TXN0004587,984-970-9834,13-Jan-2025,"$32,217.08",Check Deposit,Check Deposit
 TXN0000127,411-370-9281,05/18/2025,"($42,512.88)",Wire Transfer,Outgoing Wire
TXN0000135, 315-397-5118 ,05/12/2025,"($25,785.00)",ATM Withdrawal,ATM Cash Withdrawal
 TXN0003354,230-762-1425,06/05/2025,"($18,052.02)",Wire Transfer,Outgoing Wire
TXN0004581,192-905-6975,06/28/2025,"($28,499.75)",ATM Withdrawal,ATM Cash Withdrawal
TXN0000173, 560-330-4320 ,31-Jan-2025,"$42,007.61",ACH Credit,PAYROLL DEPOSIT
TXN0005687, 947-514-5396 ,22-May-2025,"$15,604.24",Internal Transfer,ACCOUNT TRANSFER
txn0004326,438-357-0066,31-Jan-2025,"($5,114.35)",Wire Transfer,Incoming Wire
TXN0005926,810-662-8531,06-Jun-2025,"($12,704.77)",Internal Transfer,ACCOUNT TRANSFER
TXN0002747,675-604-6074,05/23/2025,"$29,160.66",ACH Credit,Payroll Deposit
txn0003922,200-347-9835,04/04/2025,"($6,772.74)",Wire Transfer,Outgoing Wire
TXN0003141,336-823-7181,01/24/2025,"($32,412.33)",ATM Withdrawal,ATM Cash Withdrawal
TXN0004563,572-954-0531,03/10/2025,"$15,003.87",Check Deposit,Check Deposit
TXN0001776,610-344-4840,13-Apr-2025,"($3,330.18)",ATM Withdrawal,ATM Cash Withdrawal
TXN0003427,830-835-5086,02/17/2025,"$41,362.03",Internal Transfer,Account Transfer
TXN0004843,961-927-7845,03/30/2025,"($35,679.96)",Wire Transfer,Incoming Wire
txn0005119,482-035-6371,04/21/2025,"($6,191.53)",ATM Withdrawal,ATM Cash Withdrawal
TXN0003275, 250-687-1451 ,31-Jan-2025,"($42,660.94)",ACH Debit,VENDOR PAYMENT
 TXN0005602,836-614-7676,08-Jun-2025,"($36,839.53)",Wire Transfer,INCOMING WIRE
txn0002964,370-239-4338,05/30/2025,"($20,699.86)",Wire Transfer,Outgoing Wire
txn0005242,684-643-3879,06/16/2025,"($25,832.51)",Wire Transfer,OUTGOING WIRE
TXN0002886,724-379-5532,08-May-2025,"($9,059.65)",ATM Withdrawal,ATM Cash Withdrawal
txn0003265,550-336-8137,04/10/2025,"($21,273.45)",Debit Card,POS Purchase
TXN0002451,646-172-0863,30-Apr-2025,"($15,617.50)",Wire Transfer,OUTGOING WIRE
TXN0004444,374-773-1746,02-Feb-2025,$25.69,Check Deposit,CHECK DEPOSIT
TXN0002917,175-204-6382,05/30/2025,"($44,123.81)",Debit Card,POS Purchase
 txn0000957,617-281-5679,30-Jun-2025,"($38,219.78)",Wire Transfer,Incoming Wire
TXN0003581,272-265-0603,02/14/2025,"($8,227.19)",Wire Transfer,Incoming Wire
TXN0004887,927-665-4493,04/03/2025,"$15,606.85",Check Deposit,CHECK DEPOSIT
txn0003166,556-843-8068,26-Mar-2025,"($34,373.78)",Debit Card,POS Purchase
TXN0001666,455-161-8067,10-Mar-2025,"($33,895.17)",Wire Transfer,Outgoing Wire
TXN0005574,801-026-2894,04/12/2025,"($27,016.16)",Wire Transfer,Incoming Wire
TXN0001572,975-295-1153,06/10/2025,$123.48,ACH Credit,Payroll Deposit
txn0002476,350-206-0912,16-Mar-2025,"($24,365.16)",Wire Transfer,Incoming Wire
TXN0005820,141-287-6610,03/10/2025,"$11,848.57",Check Deposit,Check Deposit
TXN0003611, 202-449-4015 ,04/25/2025,"($27,665.92)",Wire Transfer,Outgoing Wire
TXN0005391,491-778-6356,03/30/2025,"$5,108.27",ACH Credit,Payroll Deposit
TXN0005340,240-589-1906,03/02/2025,"($4,389.10)",ACH Debit,VENDOR PAYMENT
TXN0003960,516-246-4558,06/19/2025,"$43,409.71",Wire Transfer,Incoming Wire
TXN0004951,238-296-6177,08-Jan-2025,"($14,756.25)",Debit Card,POS Purchase
TXN0003756,743-609-3980,06/05/2025,"($18,847.10)",Internal Transfer,Account Transfer
TXN0000588,715-016-9098,31-Jan-2025,"($27,345.88)",ACH Debit,Vendor Payment
TXN0002061,971-503-5823,12-May-2025,"($31,189.61)",ACH Debit,VENDOR PAYMENT
TXN0005558,778-772-6926,03/14/2025,"$31,520.65",ACH Credit,Payroll Deposit
TXN0004204,952-665-3304,05-Jun-2025,($699.14),Debit Card,POS Purchase
TXN0005435,548-808-6518,29-Jun-2025,"($43,089.34)",Debit Card,POS Purchase
txn0005177,111-298-3950,04/24/2025,"($35,802.68)",Wire Transfer,OUTGOING WIRE
 TXN0000312,334-049-0042,01/25/2025,"$15,639.51",ACH Credit,Payroll Deposit
TXN0002713, 744-178-9278 ,05/17/2025,"($38,719.96)",Debit Card,POS Purchase
TXN0000295,156-394-5320,04/25/2025,"$22,303.54",Internal Transfer,Account Transfer
TXN0002738,606-008-0626,29-Jan-2025,"($7,479.89)",Debit Card,POS Purchase
TXN0002743,704-242-6039,03/17/2025,"($12,565.44)",Wire Transfer,Outgoing Wire
txn0003050,862-753-9158,04/07/2025,"($34,889.93)",Wire Transfer,Outgoing Wire
TXN0000225,934-998-8755,05/29/2025,"($24,890.32)",ACH Debit,Vendor Payment
TXN0003861,218-294-5960,03/07/2025,"($14,679.96)",ACH Debit,Vendor Payment
TXN0004552,336-954-1717,03/13/2025,"$3,266.69",ACH Credit,Payroll Deposit
TXN0002085,657-229-1713,25-Mar-2025,"($16,594.55)",Internal Transfer,Account Transfer
txn0000715,365-809-6049,02/24/2025,"$15,646.03",Internal Transfer,Account Transfer
txn0004982,573-168-7194,05/09/2025,"($33,870.86)",ACH Debit,Vendor Payment
 TXN0000156,550-786-1159,05/21/2025,"$23,766.08",ACH Credit,Payroll Deposit
TXN0000210,286-877-5197,22-Jan-2025,"$27,042.53",Check Deposit,Check Deposit
TXN0005174,514-541-1016,10-Apr-2025,"($38,446.89)",ATM Withdrawal,ATM Cash Withdrawal
TXN0000705,645-201-8694,07-Jan-2025,"($5,095.58)",Debit Card,POS Purchase
TXN0000685,489-358-7592,01/01/2025,"($8,334.08)",Wire Transfer,OUTGOING WIRE
TXN0004534,783-846-2097,03/06/2025,"($2,281.54)",Debit Card,POS Purchase
TXN0000969,196-143-7356,01/05/2025,"($36,413.25)",Wire Transfer,Outgoing Wire
txn0004005,458-185-1266,13-May-2025,"($44,560.23)",Wire Transfer,INCOMING WIRE
TXN0000871,703-746-1780,22-Feb-2025,"$27,084.76",ACH Credit,Payroll Deposit
TXN0004467,883-665-1619,05/04/2025,"($43,617.77)",ACH Debit,Vendor Payment
TXN0003089,708-765-0465,01/15/2025,"$20,514.30",Check Deposit,CHECK DEPOSIT
txn0003594,450-798-1083,05/19/2025,"$29,180.45",Internal Transfer,ACCOUNT TRANSFER
txn0005928,744-981-6844,10-Jan-2025,"$15,107.24",ACH Credit,Payroll Deposit
txn0003156,698-910-1340,01/07/2025,"($37,373.18)",Wire Transfer,OUTGOING WIRE
TXN0001050, 552-155-9141 ,13-Feb-2025,"$27,790.39",ACH Credit,Payroll Deposit
TXN0002664,672-858-0779,09-Jun-2025,($278.11),Debit Card,POS PURCHASE
TXN0005929,684-714-1644,04/27/2025,"($26,917.19)",Debit Card,POS Purchase
txn0003648,327-902-1767,23-Feb-2025,"($31,665.82)",Wire Transfer,Outgoing Wire
TXN0004798,771-912-7302,01/21/2025,"($38,771.03)",Internal Transfer,Account Transfer
txn0001494, 959-965-1758 ,04/08/2025,"$14,075.55",ACH Credit,Payroll Deposit
TXN0003243,493-038-1579,06/25/2025,"($8,862.26)",Debit Card,POS Purchase
TXN0003291,847-916-9220,11-Mar-2025,"($1,271.05)",ATM Withdrawal,ATM CASH WITHDRAWAL
txn0005643,429-769-6286,25-May-2025,"$20,757.80",ACH Credit,PAYROLL DEPOSIT
TXN0001081,302-182-7642,25-Apr-2025,"($38,824.26)",ACH Debit,Vendor Payment
TXN0004738, 813-017-5885 ,05-Mar-2025,"$16,515.33",Internal Transfer,ACCOUNT TRANSFER
txn0002632,996-860-9138,02/13/2025,"($44,648.82)",Wire Transfer,Incoming Wire
 TXN0004010,347-154-1799,25-Jun-2025,"$26,740.03",ACH Credit,Payroll Deposit
TXN0004627,724-584-2299,07-Jan-2025,"($16,806.35)",Wire Transfer,Outgoing Wire
TXN0000003,461-819-6973,19-Jun-2025,"($22,502.30)",Wire Transfer,Incoming Wire
 txn0005472, 171-358-7469 ,03/31/2025,"($41,228.08)",Debit Card,POS Purchase
TXN0002263,483-435-2429,07-Jan-2025,"$18,133.66",ACH Credit,Payroll Deposit
TXN0004585,610-491-5601,06/05/2025,"($14,516.01)",Internal Transfer,Account Transfer
TXN0002525,824-962-1271,13-Apr-2025,"$30,847.90",ACH Credit,Payroll Deposit
txn0000192,959-700-5553,27-May-2025,"$12,126.72",Internal Transfer,Account Transfer
TXN0005350,724-471-3428,01/07/2025,"($16,813.43)",Wire Transfer,Incoming Wire
TXN0004870,484-964-5677,02/20/2025,"($7,731.15)",Wire Transfer,Outgoing Wire
TXN0001273,167-127-6112,02/17/2025,"($10,958.56)",ACH Debit,VENDOR PAYMENT
TXN0001620,546-104-4988,05/17/2025,"($41,219.72)",Wire Transfer,Incoming Wire
TXN0003071,164-961-3760,01/04/2025,"($7,411.46)",Debit Card,POS Purchase
TXN0003746,835-179-3692,05-Apr-2025,"($17,924.27)",Wire Transfer,Outgoing Wire
TXN0001312,297-020-9105,03/07/2025,"$9,172.84",Check Deposit,Check Deposit
TXN0000996,540-972-1767,23-Feb-2025,"($44,532.03)",ACH Debit,Vendor Payment
TXN0003839,144-454-1567,03/24/2025,"($18,007.22)",Wire Transfer,OUTGOING WIRE
 TXN0004755, 131-593-6658 ,01-Feb-2025,"($35,880.26)",ATM Withdrawal,ATM Cash Withdrawal
TXN0001915,494-540-5406,02/21/2025,"($26,007.31)",Debit Card,POS Purchase
TXN0002783,941-563-7449,05/20/2025,"$34,089.81",Check Deposit,CHECK DEPOSIT
TXN0003342,741-389-2352,04/09/2025,"($11,567.93)",Wire Transfer,Incoming Wire
TXN0001117,629-350-0069,25-Jun-2025,"$16,531.19",Check Deposit,CHECK DEPOSIT
TXN0003899,362-558-6640,13-Jan-2025,"($34,721.63)",Wire Transfer,Incoming Wire
TXN0002236,219-742-9299,07-May-2025,"($23,116.12)",Debit Card,POS PURCHASE
TXN0003846,353-382-7816,06/18/2025,"($38,364.67)",Debit Card,POS Purchase
 TXN0004422,722-469-2160,03/20/2025,"$28,867.28",ACH Credit,Payroll Deposit
TXN0001925,592-381-7497,24-Mar-2025,"($2,514.81)",Wire Transfer,Incoming Wire
 TXN0005520,566-311-4627,04/24/2025,"($22,790.62)",Wire Transfer,Incoming Wire
TXN0002937,523-785-8653,01-May-2025,"($6,516.09)",Debit Card,POS Purchase
TXN0004439,259-059-9972,28-Feb-2025,"($32,283.69)",Wire Transfer,Incoming Wire
TXN0002110, 242-298-8451 ,05/02/2025,"$30,730.76",ACH Credit,Payroll Deposit
TXN0005630,442-325-2613,06/05/2025,"($9,016.71)",ACH Debit,VENDOR PAYMENT
 TXN0004081,153-371-9845,01/19/2025,"$15,698.66",Check Deposit,Check Deposit
TXN0004571,937-919-8529,04/09/2025,"($37,938.78)",ATM Withdrawal,ATM Cash Withdrawal
TXN0003407,752-782-1881,04-Feb-2025,"($14,050.71)",Wire Transfer,Outgoing Wire
TXN0004246,139-294-0394,19-Jun-2025,"($34,868.09)",Debit Card,POS Purchase
TXN0001874,304-613-4575,06/13/2025,"$39,287.68",Check Deposit,Check Deposit
txn0003042,743-883-3572,03/07/2025,"($15,231.24)",ACH Debit,VENDOR PAYMENT
 txn0000205,634-636-9285,01/12/2025,"($27,714.66)",Wire Transfer,INCOMING WIRE
txn0004101,937-093-0250,01/08/2025,"($6,933.97)",Internal Transfer,Account Transfer
txn0005277,606-635-9491,12-May-2025,"($16,959.17)",Wire Transfer,OUTGOING WIRE
TXN0002349, 254-993-2233 ,01/10/2025,"($18,553.49)",Wire Transfer,Incoming Wire
 TXN0005690,254-118-7737,04/08/2025,"$12,269.03",Check Deposit,Check Deposit
TXN0002338, 623-561-0916 ,02/27/2025,"($9,881.77)",Wire Transfer,Outgoing Wire
TXN0005000,856-478-6943,19-Jun-2025,"($24,522.99)",ATM Withdrawal,ATM Cash Withdrawal
TXN0001242,962-415-8706,01/27/2025,"($40,492.95)",Internal Transfer,Account Transfer
TXN0000011,785-677-0577,01/18/2025,"$41,817.40",Check Deposit,Check Deposit
TXN0003853,138-805-5018,22-Mar-2025,"($31,902.61)",Internal Transfer,Account Transfer
txn0003566,336-081-8602,04/05/2025,"$11,240.23",Check Deposit,CHECK DEPOSIT
TXN0004924,343-985-3040,06/25/2025,"($9,969.57)",Wire Transfer,INCOMING WIRE
 TXN0002927,153-684-6334,02/11/2025,"($29,834.13)",ACH Debit,Vendor Payment
TXN0003785,739-040-3263,01/16/2025,"($10,380.46)",Internal Transfer,Account Transfer
TXN0003888,819-610-5682,26-Mar-2025,"($8,181.41)",Debit Card,POS Purchase
TXN0005361,707-998-6542,03/30/2025,"($33,928.73)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0000608,832-053-0735,05-Jan-2025,"($41,958.47)",ACH Debit,Vendor Payment
TXN0005707,233-672-4115,05/23/2025,"$28,015.05",ACH Credit,Payroll Deposit
TXN0000604,468-516-3964,05/13/2025,"($24,220.18)",Wire Transfer,Outgoing Wire
TXN0000734,122-375-3589,01/03/2025,"($28,193.43)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0001272,152-432-1380,05/26/2025,"($36,551.46)",Wire Transfer,INCOMING WIRE
TXN0002364,475-987-6088,05/15/2025,"($36,634.52)",Debit Card,POS Purchase
TXN0004338,461-467-2677,02-Feb-2025,"($31,289.48)",Debit Card,POS Purchase
FEE00118,627-830-8100,03/12/2025,$58.03,Interest Payment,Interest Credit
TXN0005775,677-661-0805,26-May-2025,"($9,029.15)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0002967,453-523-6035,26-Jun-2025,"$7,129.94",Internal Transfer,Account Transfer
TXN0002988,189-732-9660,03/10/2025,"$13,799.11",ACH Credit,PAYROLL DEPOSIT
TXN0005582,169-360-1915,16-May-2025,"$23,794.45",Check Deposit,Check Deposit
TXN0005625,537-691-6750,17-Jan-2025,"($2,605.66)",ACH Debit,VENDOR PAYMENT
TXN0003936,275-111-3068,05/28/2025,"($1,026.04)",Wire Transfer,Outgoing Wire
TXN0002533,568-168-4148,12-Jan-2025,"$9,456.63",Check Deposit,Check Deposit
TXN0005902,118-156-5060,10-Mar-2025,"($44,264.23)",ACH Debit,Vendor Payment
TXN0003309,952-544-9374,24-Mar-2025,"($38,938.38)",Debit Card,POS Purchase
TXN0005042, 353-450-6684 ,03/16/2025,"($42,648.03)",Internal Transfer,Account Transfer
txn0005767,209-699-6244,05/28/2025,"($10,618.61)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0004015,850-220-9278,04-Mar-2025,"($34,444.48)",Debit Card,POS PURCHASE
 TXN0000475,971-416-0083,02/11/2025,"($41,130.93)",ACH Debit,Vendor Payment
TXN0004684,310-531-4158,04/01/2025,"($16,439.19)",Wire Transfer,OUTGOING WIRE
txn0005306,714-923-9235,21-May-2025,"($25,648.23)",Wire Transfer,OUTGOING WIRE
TXN0003813,463-105-0264,03/22/2025,"($10,125.17)",Wire Transfer,Outgoing Wire
 txn0003317,415-695-3921,02/10/2025,"($21,184.23)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0003085,208-433-8813,03/11/2025,"$21,688.59",ACH Credit,Payroll Deposit
 TXN0004583,475-155-8965,01/16/2025,"$5,263.95",Wire Transfer,Incoming Wire
TXN0000168,164-539-2764,03/27/2025,"($24,828.94)",Debit Card,POS Purchase
TXN0004723,804-361-8848,11-Jun-2025,"($7,012.35)",Wire Transfer,Outgoing Wire
TXN0002092, 132-710-6161 ,01/02/2025,"($7,819.47)",ACH Debit,Vendor Payment
TXN0003006,679-977-2874,01/20/2025,"($27,001.07)",ACH Debit,VENDOR PAYMENT
TXN0004895,377-330-2314,22-Apr-2025,"($31,090.53)",ATM Withdrawal,ATM Cash Withdrawal
 TXN0004678,902-182-8864,19-Apr-2025,"($5,159.22)",Wire Transfer,Incoming Wire
 txn0001886,704-827-9651,06/18/2025,"($43,675.10)",Debit Card,POS PURCHASE
 TXN0003910,372-694-7583,04-Jan-2025,"($38,210.30)",Debit Card,POS Purchase
TXN0003333,488-495-8324,06/08/2025,"$15,615.10",Internal Transfer,ACCOUNT TRANSFER
TXN0004516,458-299-6042,02/25/2025,"($6,533.72)",Internal Transfer,ACCOUNT TRANSFER
TXN0002611,719-589-3920,20-May-2025,"($2,724.70)",Wire Transfer,Incoming Wire
TXN0002245,236-218-2662,03/06/2025,"($5,971.50)",Wire Transfer,Incoming Wire
TXN0003324,659-050-2238,01/14/2025,"$18,499.15",Check Deposit,CHECK DEPOSIT
txn0001140,537-541-5819,22-Jan-2025,"$15,805.65",Wire Transfer,Outgoing Wire
TXN0000949,655-264-7609,03/11/2025,"$8,026.26",ACH Credit,Payroll Deposit
TXN0001427,118-596-7124,09-Jun-2025,"($36,133.29)",Wire Transfer,Incoming Wire
TXN0002017,185-892-0069,06/09/2025,"($38,027.69)",Debit Card,POS Purchase
TXN0000497,862-093-0587,11-Mar-2025,"($29,040.53)",Internal Transfer,ACCOUNT TRANSFER
txn0002663,106-627-6590,05/03/2025,"$44,478.59",ACH Credit,Payroll Deposit
TXN0003876,530-777-0480,03/24/2025,"($7,224.45)",Debit Card,POS Purchase
TXN0005931,706-599-3421,03/15/2025,"($6,895.91)",Wire Transfer,OUTGOING WIRE
TXN0000116,642-912-5048,23-Feb-2025,"($14,118.25)",ACH Debit,Vendor Payment
TXN0002865,761-028-9269,03/24/2025,"$21,351.49",Internal Transfer,Account Transfer
TXN0002879, 444-395-1052 ,04-Jun-2025,$645.91,Check Deposit,CHECK DEPOSIT
TXN0004834, 158-050-2901 ,15-Mar-2025,"($35,582.02)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0002156, 779-537-0041 ,01/15/2025,"($19,802.20)",Debit Card,POS Purchase
TXN0002808, 837-723-9212 ,08-Jun-2025,"$43,868.15",Internal Transfer,ACCOUNT TRANSFER
txn0004442,773-543-4342,06/21/2025,"$37,696.03",Check Deposit,CHECK DEPOSIT
TXN0003297, 681-341-5490 ,02/01/2025,"($39,905.95)",Wire Transfer,Outgoing Wire
TXN0004791,187-666-6753,14-Jun-2025,"($35,099.76)",ACH Debit,Vendor Payment
 TXN0002192,879-313-9563,28-Apr-2025,"$27,579.48",Check Deposit,CHECK DEPOSIT
TXN0005016,617-563-5572,05/28/2025,$305.97,ACH Credit,Payroll Deposit
TXN0001664,460-605-7917,06/15/2025,"($31,157.66)",Wire Transfer,Incoming Wire
TXN0001335,956-792-6917,22-Jan-2025,$837.63,Check Deposit,CHECK DEPOSIT
TXN0002493,254-617-0034,05/10/2025,"($43,588.76)",Wire Transfer,Outgoing Wire
TXN0003287,642-042-1605,03/18/2025,"($25,847.96)",Wire Transfer,OUTGOING WIRE
TXN0003272,342-833-5865,05/15/2025,"($18,432.86)",Wire Transfer,OUTGOING WIRE
TXN0000786,906-965-3463,01-Apr-2025,"($15,592.23)",ACH Debit,Vendor Payment
TXN0004001,303-025-7682,01/15/2025,"($14,943.78)",ATM Withdrawal,ATM Cash Withdrawal
txn0001611,511-088-1053,08-Feb-2025,"($19,013.58)",Debit Card,POS Purchase
TXN0001600,738-111-1965,29-Jun-2025,($369.09),Debit Card,POS PURCHASE
TXN0002757,644-305-7355,09-May-2025,"($13,127.60)",ATM Withdrawal,ATM Cash Withdrawal
TXN0001431,551-272-1877,27-Apr-2025,"($23,823.66)",Wire Transfer,Outgoing Wire
TXN0002036,958-497-1535,02/06/2025,"$30,938.44",Check Deposit,Check Deposit
TXN0001732,355-244-4962,02/15/2025,"$10,907.49",Check Deposit,Check Deposit
TXN0000090,409-299-6547,06/22/2025,"$16,778.90",Check Deposit,CHECK DEPOSIT
TXN0005960,179-315-6494,06/11/2025,"$41,497.59",Internal Transfer,Account Transfer
TXN0002301,772-980-5862,28-May-2025,"($21,751.41)",Wire Transfer,Incoming Wire
TXN0000298,957-344-5667,06-Jan-2025,"$3,826.18",Check Deposit,Check Deposit
TXN0001909,405-837-8595,01/03/2025,($651.60),Wire Transfer,Incoming Wire
TXN0005503, 416-610-2931 ,03/29/2025,"$22,873.64",ACH Credit,Payroll Deposit
TXN0004984,900-272-3718,04/26/2025,"($32,812.30)",Wire Transfer,Incoming Wire
TXN0003630, 899-145-4216 ,02/28/2025,"$38,593.93",Internal Transfer,Account Transfer
TXN0002276, 715-311-2211 ,23-Jun-2025,"($7,938.12)",ACH Debit,Vendor Payment
TXN0005115,232-901-6060,13-Mar-2025,"($36,268.61)",ATM Withdrawal,ATM Cash Withdrawal
TXN0000527,686-568-2801,02/28/2025,"$12,237.74",Internal Transfer,ACCOUNT TRANSFER
TXN0001480,530-225-3396,29-Apr-2025,"($42,783.30)",Debit Card,POS Purchase
TXN0002053,550-233-9548,03/27/2025,"($38,926.50)",Internal Transfer,Account Transfer
txn0000266,381-015-0220,06/22/2025,"($11,595.44)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0001345,791-025-7759,02/28/2025,"$40,846.08",ACH Credit,PAYROLL DEPOSIT
TXN0000743,315-382-0227,06/14/2025,"$43,156.08",Check Deposit,Check Deposit
 TXN0000304,583-130-2781,23-Jan-2025,"$24,907.84",Check Deposit,Check Deposit
TXN0001506,289-224-9303,04/16/2025,"($22,720.28)",Wire Transfer,Outgoing Wire
TXN0004094,738-987-6629,03/29/2025,($274.13),Wire Transfer,INCOMING WIRE
TXN0001085,253-059-2323,06/29/2025,"($43,509.88)",ATM Withdrawal,ATM Cash Withdrawal
TXN0002930,357-644-7182,03/24/2025,"($2,586.79)",ACH Debit,VENDOR PAYMENT
TXN0002514,177-028-7784,19-May-2025,"($26,084.49)",Wire Transfer,Outgoing Wire
TXN0001327,670-967-6668,02/12/2025,"$43,466.98",Check Deposit,CHECK DEPOSIT
TXN0004783,626-510-7548,01/07/2025,"$11,279.45",Check Deposit,Check Deposit
TXN0003248,500-803-6054,17-Apr-2025,"$20,985.55",Internal Transfer,Account Transfer
TXN0004409,512-454-4403,03/15/2025,"$14,795.93",ACH Credit,Payroll Deposit
 txn0004525,240-440-1219,01/21/2025,"$8,571.31",ACH Credit,Payroll Deposit
TXN0002058,876-851-1941,03/06/2025,"$28,957.63",Internal Transfer,Account Transfer
 txn0004446,811-676-4602,03/18/2025,"$23,931.21",ACH Credit,Payroll Deposit
 TXN0003358,773-519-4726,03/10/2025,"($40,931.87)",Debit Card,POS Purchase
TXN0003103, 541-401-5793 ,02/02/2025,"($29,561.95)",Debit Card,POS Purchase
TXN0004911,865-484-7987,04/02/2025,"$13,498.18",Check Deposit,Check Deposit
 TXN0002751,607-345-9070,12-Jun-2025,"($24,634.44)",ACH Debit,Vendor Payment
TXN0003645,768-768-1385,06-Jun-2025,"($39,644.58)",ACH Debit,Vendor Payment
TXN0002211,517-343-8684,01/16/2025,"$3,795.12",ACH Credit,Payroll Deposit
txn0005505,633-099-6847,01/05/2025,"$27,759.15",ACH Credit,Payroll Deposit
